feedback_id,rating,feedback_text,feedback_category,sentiment,feedback_date
8315550,5,Great prices and fast delivery!,Customer Service,Positive,17-02-24
9905886,3,The packaging was poor.,Customer Service,Negative,01-07-23
5505533,4,Great prices and fast delivery!,Customer Service,Positive,27-12-23
4170052,1,I had a bad experience.,App Experience,Negative,26-02-24
2618931,4,The product met my expectations.,App Experience,Neutral,13-07-23
9925798,5,Will definitely order again.,App Experience,Positive,23-08-24
7331564,4,Good selection of products.,Delivery,Positive,25-03-23
4308893,5,Very fresh and well-packaged.,Delivery,Positive,18-09-23
6916189,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,31-03-24
7799885,2,The order was incorrect.,Customer Service,Negative,18-08-23
2509633,4,"Average experience, could improve.",Delivery,Neutral,24-01-24
1577470,4,"Average experience, could improve.",Delivery,Neutral,17-09-23
32434,4,Good selection of products.,Customer Service,Positive,25-03-23
459934,1,Very disappointed with the quality.,App Experience,Negative,21-06-24
3360819,3,"Average experience, could improve.",Customer Service,Neutral,08-11-23
3097656,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,22-04-24
5356218,3,The order was incorrect.,Customer Service,Negative,10-01-24
1795894,4,The product met my expectations.,Delivery,Neutral,09-10-23
292488,4,Items were in perfect condition.,Product Quality,Positive,05-08-24
9608612,5,Highly recommended!,Customer Service,Positive,12-08-23
6397203,1,Very disappointed with the quality.,Customer Service,Negative,28-04-24
2936594,1,Product was damaged during delivery.,Customer Service,Negative,03-11-23
8748002,2,Product was damaged during delivery.,Delivery,Negative,15-06-23
4811909,4,"It was okay, nothing special.",Product Quality,Neutral,28-03-24
8963236,3,The product met my expectations.,Customer Service,Neutral,25-07-23
7875906,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,10-04-24
694806,5,Great prices and fast delivery!,Customer Service,Positive,18-04-24
502958,5,"Overall good experience, thank you!",Delivery,Positive,11-02-24
1401262,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,23-08-24
9250547,2,Delivery was late and I was unhappy.,Customer Service,Negative,12-05-24
6116789,4,Items were in perfect condition.,App Experience,Positive,14-11-23
9800229,2,Delivery was late and I was unhappy.,App Experience,Negative,11-12-23
7669412,3,Product was damaged during delivery.,App Experience,Negative,11-07-24
589797,4,"It was okay, nothing special.",Product Quality,Neutral,07-08-24
8255813,4,"It was okay, nothing special.",Customer Service,Neutral,27-09-24
4669308,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,24-11-23
9484726,4,Highly recommended!,App Experience,Positive,23-06-24
8982404,4,Items were in perfect condition.,Product Quality,Positive,10-08-23
7575305,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,22-08-23
6219685,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,24-04-23
9833616,1,Very disappointed with the quality.,Customer Service,Negative,03-03-24
5572624,3,Customer service was not helpful.,Customer Service,Negative,24-04-23
5112022,2,Not worth the price I paid.,App Experience,Negative,11-09-23
313310,5,Very fresh and well-packaged.,Product Quality,Positive,27-05-23
7581449,4,Good selection of products.,Customer Service,Positive,19-04-24
1266740,4,Customer service was very helpful.,Customer Service,Positive,15-08-23
2393336,3,"It was okay, nothing special.",App Experience,Neutral,09-10-23
4433337,3,Very disappointed with the quality.,Product Quality,Negative,24-08-24
9113801,4,Good selection of products.,Product Quality,Positive,12-09-24
2858625,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,12-04-23
910963,4,"Overall good experience, thank you!",Product Quality,Positive,10-07-23
2488096,2,Delivery was late and I was unhappy.,Customer Service,Negative,17-09-23
6159321,2,Customer service was not helpful.,Product Quality,Negative,22-08-24
9620010,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,23-12-23
6821367,2,Product was damaged during delivery.,Customer Service,Negative,13-03-24
4387983,3,Not worth the price I paid.,App Experience,Negative,02-08-23
2119199,2,The packaging was poor.,Customer Service,Negative,19-11-23
3673091,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,22-02-24
5457849,4,"Overall good experience, thank you!",Delivery,Positive,14-06-24
9538895,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,02-09-24
218118,1,Very disappointed with the quality.,App Experience,Negative,06-05-23
7506730,3,The order was incorrect.,Customer Service,Negative,06-12-23
2258334,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,12-10-23
9694829,1,Not worth the price I paid.,App Experience,Negative,23-11-23
9266040,4,"Average experience, could improve.",Customer Service,Neutral,15-04-24
4627941,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,29-08-23
3410468,1,Customer service was not helpful.,Product Quality,Negative,27-08-23
7808003,4,"Overall good experience, thank you!",Delivery,Positive,18-07-23
5396591,4,Very fresh and well-packaged.,App Experience,Positive,11-08-24
8508135,4,"It was okay, nothing special.",Product Quality,Neutral,28-07-23
8893880,1,Product was damaged during delivery.,Customer Service,Negative,29-08-24
9969996,4,Customer service was very helpful.,App Experience,Positive,07-05-24
7347232,5,Great prices and fast delivery!,Delivery,Positive,26-09-24
1826471,4,"Average experience, could improve.",Product Quality,Neutral,16-10-23
1853157,3,Delivery was late and I was unhappy.,App Experience,Negative,29-11-23
2016981,1,Very disappointed with the quality.,Delivery,Negative,05-09-23
1179030,3,The product met my expectations.,Customer Service,Neutral,09-12-23
904561,2,Taste was not as expected.,Customer Service,Negative,14-09-24
6006476,2,Delivery was late and I was unhappy.,App Experience,Negative,02-07-23
1580186,3,The order was incorrect.,Product Quality,Negative,10-07-24
5214493,4,Highly recommended!,Delivery,Positive,24-01-24
9089143,1,I had a bad experience.,Delivery,Negative,03-03-24
3864692,3,"Average experience, could improve.",App Experience,Neutral,01-08-24
6382544,5,Very happy with the service!,Product Quality,Positive,15-04-23
5135582,5,Very fresh and well-packaged.,Customer Service,Positive,19-08-23
5475798,4,Very fresh and well-packaged.,App Experience,Positive,09-04-24
7892860,1,Not worth the price I paid.,Delivery,Negative,21-04-24
2079618,3,Delivery was late and I was unhappy.,Delivery,Negative,05-05-24
8823012,2,Taste was not as expected.,App Experience,Negative,24-04-24
4208590,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,25-06-24
2535594,4,"Overall good experience, thank you!",Customer Service,Positive,31-07-24
800814,5,Highly recommended!,Customer Service,Positive,14-11-23
505293,4,Will definitely order again.,Customer Service,Positive,16-08-24
4267974,4,Will definitely order again.,Product Quality,Positive,09-06-24
3189017,3,The order was incorrect.,Customer Service,Negative,28-09-23
8661182,5,"Overall good experience, thank you!",Customer Service,Positive,20-03-24
769039,2,The packaging was poor.,Customer Service,Negative,17-05-24
3948471,3,The product met my expectations.,App Experience,Neutral,27-06-23
9584921,4,The product met my expectations.,Customer Service,Neutral,03-05-24
6051768,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,07-06-24
2240470,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,27-02-24
434327,1,Delivery was late and I was unhappy.,Delivery,Negative,27-03-24
2667736,4,The product met my expectations.,App Experience,Neutral,19-08-24
2722298,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,18-06-24
2971389,2,Not worth the price I paid.,Product Quality,Negative,03-12-23
3645904,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,12-06-24
9558043,3,Not worth the price I paid.,Customer Service,Negative,02-12-23
796848,3,The product met my expectations.,App Experience,Neutral,20-01-24
5396639,3,"It was okay, nothing special.",App Experience,Neutral,20-06-24
7567102,4,"It was okay, nothing special.",Customer Service,Neutral,08-05-23
3048275,4,"It was okay, nothing special.",App Experience,Neutral,19-04-24
1307315,4,Good selection of products.,Customer Service,Positive,18-09-24
8288925,4,"It was okay, nothing special.",Product Quality,Neutral,21-11-23
1028267,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,06-08-23
8867242,4,"Overall good experience, thank you!",App Experience,Positive,22-09-24
5862796,2,Very disappointed with the quality.,Product Quality,Negative,24-09-24
6536852,4,Items were in perfect condition.,Customer Service,Positive,09-10-23
5226763,4,"Average experience, could improve.",App Experience,Neutral,20-03-23
3646915,4,Customer service was very helpful.,Customer Service,Positive,20-03-23
9483867,4,"Overall good experience, thank you!",App Experience,Positive,09-09-23
4838671,3,Not worth the price I paid.,Product Quality,Negative,11-07-24
2695814,5,Highly recommended!,Delivery,Positive,27-08-24
8075814,5,"Overall good experience, thank you!",Delivery,Positive,02-10-23
4503464,3,Delivery was late and I was unhappy.,Product Quality,Negative,02-10-23
5245175,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,16-07-23
6317302,3,The product met my expectations.,Customer Service,Neutral,19-03-23
3558916,4,"Average experience, could improve.",Customer Service,Neutral,17-06-23
9309562,5,Very happy with the service!,Delivery,Positive,29-07-24
3645749,4,Customer service was very helpful.,Product Quality,Positive,15-07-23
8689857,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,11-12-23
6810284,1,The order was incorrect.,Customer Service,Negative,21-10-23
4832505,4,"It was okay, nothing special.",Customer Service,Neutral,29-09-24
8573577,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,21-02-24
9710394,4,"Overall good experience, thank you!",Product Quality,Positive,16-05-24
9115271,1,Product was damaged during delivery.,Customer Service,Negative,24-08-24
7997014,1,Customer service was not helpful.,Product Quality,Negative,06-09-24
9907044,4,Items were in perfect condition.,Customer Service,Positive,07-07-23
8624509,5,Will definitely order again.,Product Quality,Positive,11-02-24
277772,4,Good selection of products.,Product Quality,Positive,06-04-23
4433508,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,07-02-24
2200908,3,Product was damaged during delivery.,Product Quality,Negative,17-11-23
3299950,4,Very fresh and well-packaged.,Product Quality,Positive,11-01-24
7344441,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,02-05-24
9999293,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,19-11-23
7772418,5,Great prices and fast delivery!,Product Quality,Positive,28-04-23
7069842,3,"Average experience, could improve.",App Experience,Neutral,17-10-24
9554397,3,I had a bad experience.,Product Quality,Negative,17-04-23
3841538,5,"Excellent quality, will buy again!",Customer Service,Positive,14-09-23
9559642,4,Customer service was very helpful.,App Experience,Positive,16-09-23
8001293,4,Will definitely order again.,Customer Service,Positive,08-03-24
4135195,4,Great prices and fast delivery!,Customer Service,Positive,10-03-24
7143754,4,Very happy with the service!,Product Quality,Positive,09-05-24
5339779,4,Items were in perfect condition.,Product Quality,Positive,23-10-24
4459651,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,13-10-23
9857854,2,I had a bad experience.,Delivery,Negative,19-04-23
9095652,4,Very happy with the service!,App Experience,Positive,03-10-23
42984,3,Very disappointed with the quality.,Product Quality,Negative,13-09-24
3343062,2,The order was incorrect.,App Experience,Negative,28-08-23
1066171,4,Will definitely order again.,Product Quality,Positive,24-03-23
7794000,5,"Excellent quality, will buy again!",App Experience,Positive,08-08-23
2600473,3,"Average experience, could improve.",Customer Service,Neutral,27-09-23
8779672,4,Good selection of products.,App Experience,Positive,14-08-24
6190057,2,I had a bad experience.,App Experience,Negative,27-02-24
9083592,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,10-08-24
4151319,3,Product was damaged during delivery.,Product Quality,Negative,02-10-24
3949778,3,Delivery was late and I was unhappy.,Customer Service,Negative,29-02-24
2414365,2,The order was incorrect.,App Experience,Negative,29-05-24
4023586,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,05-07-24
8948916,4,Customer service was very helpful.,App Experience,Positive,02-06-24
5866547,4,"Excellent quality, will buy again!",Product Quality,Positive,18-01-24
9310606,4,"Average experience, could improve.",App Experience,Neutral,22-10-23
6325764,5,Customer service was very helpful.,Product Quality,Positive,23-05-23
780998,3,Not worth the price I paid.,App Experience,Negative,08-09-24
1374697,5,Great prices and fast delivery!,Customer Service,Positive,28-09-23
1671005,2,Delivery was late and I was unhappy.,Customer Service,Negative,10-10-23
2897666,4,The product met my expectations.,Product Quality,Neutral,20-04-23
6384262,4,Good selection of products.,Customer Service,Positive,26-05-24
674920,3,Product was damaged during delivery.,Product Quality,Negative,01-03-24
4451870,4,The product met my expectations.,Product Quality,Neutral,01-11-23
1816876,4,Highly recommended!,Product Quality,Positive,20-07-23
3839889,5,Very happy with the service!,Product Quality,Positive,06-06-23
2322560,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,23-07-24
7956230,2,Taste was not as expected.,App Experience,Negative,07-02-24
6215097,3,The product met my expectations.,Customer Service,Neutral,21-03-23
3218067,4,Very happy with the service!,Product Quality,Positive,23-02-24
2261684,4,"Average experience, could improve.",Product Quality,Neutral,12-11-23
2429889,1,I had a bad experience.,App Experience,Negative,26-04-23
6781156,4,Highly recommended!,Delivery,Positive,02-11-23
2304492,4,Items were in perfect condition.,Delivery,Positive,07-06-23
89109,2,Very disappointed with the quality.,Delivery,Negative,19-07-24
9670615,5,"Overall good experience, thank you!",Customer Service,Positive,09-06-23
6210544,4,Will definitely order again.,Delivery,Positive,10-05-23
9814043,3,Not worth the price I paid.,Product Quality,Negative,05-09-23
9373392,4,Very fresh and well-packaged.,Product Quality,Positive,10-12-23
6833836,4,Items were in perfect condition.,Delivery,Positive,06-11-23
1330308,4,"Overall good experience, thank you!",Product Quality,Positive,19-09-24
7044768,1,The packaging was poor.,Product Quality,Negative,14-09-23
9220874,2,Delivery was late and I was unhappy.,Delivery,Negative,15-05-24
1355657,2,Product was damaged during delivery.,Delivery,Negative,08-09-23
4464188,2,Customer service was not helpful.,App Experience,Negative,24-10-24
4413461,3,Taste was not as expected.,Delivery,Negative,23-03-23
1153173,3,The product met my expectations.,Delivery,Neutral,23-05-24
5807954,5,Customer service was very helpful.,Delivery,Positive,20-01-24
7068080,5,Very happy with the service!,Product Quality,Positive,27-06-23
877092,3,"Average experience, could improve.",Product Quality,Neutral,17-08-24
6378461,3,"It was okay, nothing special.",App Experience,Neutral,31-08-24
5360735,3,"It was okay, nothing special.",Delivery,Neutral,17-06-24
6499583,2,Not worth the price I paid.,Delivery,Negative,01-07-23
49225,4,Items were in perfect condition.,Delivery,Positive,19-08-24
2020446,3,Items were missing from my order.,Delivery,Negative,02-03-24
5592151,4,Great prices and fast delivery!,Delivery,Positive,26-06-23
6385985,3,Not worth the price I paid.,Customer Service,Negative,10-01-24
6303815,4,"It was okay, nothing special.",Delivery,Neutral,30-09-24
443450,4,"It was okay, nothing special.",Product Quality,Neutral,18-05-24
6316729,4,The product met my expectations.,Customer Service,Neutral,14-12-23
3076332,4,Very happy with the service!,Product Quality,Positive,10-08-23
2825859,2,Product was damaged during delivery.,Delivery,Negative,17-11-23
3300971,1,Delivery was late and I was unhappy.,Product Quality,Negative,11-07-24
2851803,1,Customer service was not helpful.,Delivery,Negative,24-06-23
5284957,2,Customer service was not helpful.,Product Quality,Negative,27-08-24
8848282,3,Product was damaged during delivery.,Product Quality,Negative,22-08-24
1299237,5,"Overall good experience, thank you!",Customer Service,Positive,12-08-24
2354752,2,Customer service was not helpful.,Delivery,Negative,07-02-24
1228688,3,Delivery was late and I was unhappy.,Product Quality,Negative,19-09-23
7092340,2,The order was incorrect.,Delivery,Negative,04-04-24
1259060,2,Product was damaged during delivery.,Delivery,Negative,27-09-24
385418,1,Items were missing from my order.,Delivery,Negative,15-08-24
5504253,4,Highly recommended!,Customer Service,Positive,14-11-23
5228421,5,Highly recommended!,App Experience,Positive,15-04-24
1298762,3,"Average experience, could improve.",Delivery,Neutral,18-01-24
528276,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,23-06-23
7060904,4,Will definitely order again.,Product Quality,Positive,26-03-23
4347700,2,The order was incorrect.,Customer Service,Negative,30-09-24
9399814,4,Will definitely order again.,App Experience,Positive,27-06-23
4219729,5,Will definitely order again.,Delivery,Positive,13-04-23
1112419,2,Very disappointed with the quality.,Delivery,Negative,18-06-23
3988891,3,Product was damaged during delivery.,App Experience,Negative,30-09-24
2028970,5,Great prices and fast delivery!,Delivery,Positive,22-05-23
8691039,1,I had a bad experience.,Delivery,Negative,16-10-24
5491124,5,Customer service was very helpful.,Delivery,Positive,19-04-23
3644762,1,Taste was not as expected.,App Experience,Negative,29-12-23
3369900,3,"It was okay, nothing special.",Product Quality,Neutral,08-12-23
7725341,4,Highly recommended!,Product Quality,Positive,03-11-24
1821177,4,The product met my expectations.,Product Quality,Neutral,22-01-24
7395665,4,"Overall good experience, thank you!",Delivery,Positive,25-08-23
8442312,4,"It was okay, nothing special.",App Experience,Neutral,22-06-24
3420098,3,"It was okay, nothing special.",Delivery,Neutral,30-10-24
4268297,2,The order was incorrect.,Product Quality,Negative,20-02-24
2062790,4,The product met my expectations.,Delivery,Neutral,17-04-23
5063997,2,Product was damaged during delivery.,Delivery,Negative,27-09-24
3440583,5,Will definitely order again.,Delivery,Positive,30-10-23
5898133,5,Great prices and fast delivery!,Delivery,Positive,27-03-24
249866,5,Very fresh and well-packaged.,App Experience,Positive,19-09-24
4223677,4,Highly recommended!,App Experience,Positive,25-10-23
292869,4,Highly recommended!,App Experience,Positive,02-06-24
862999,4,Highly recommended!,Customer Service,Positive,20-08-23
6773477,2,Very disappointed with the quality.,App Experience,Negative,10-08-24
9387680,2,I had a bad experience.,Delivery,Negative,12-10-23
8380042,3,Delivery was late and I was unhappy.,Product Quality,Negative,10-08-23
7472189,3,"It was okay, nothing special.",Customer Service,Neutral,23-01-24
2610215,4,Very fresh and well-packaged.,Customer Service,Positive,10-06-23
5711326,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,12-04-24
7132117,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,06-10-24
5679464,4,Items were in perfect condition.,App Experience,Positive,06-03-24
9442728,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,17-01-24
1136687,4,"Overall good experience, thank you!",App Experience,Positive,13-02-24
5869531,5,Customer service was very helpful.,Product Quality,Positive,04-01-24
8860193,4,The product met my expectations.,App Experience,Neutral,24-09-23
9459732,5,Good selection of products.,Delivery,Positive,18-09-23
4489265,5,Highly recommended!,Product Quality,Positive,08-11-23
7891822,3,Items were missing from my order.,Product Quality,Negative,20-05-23
9961760,1,Items were missing from my order.,Product Quality,Negative,23-06-24
2913936,5,Very happy with the service!,Customer Service,Positive,10-02-24
8747347,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,14-08-24
6158304,4,The product met my expectations.,Delivery,Neutral,28-03-23
3815674,5,Items were in perfect condition.,App Experience,Positive,31-05-24
603426,4,"It was okay, nothing special.",App Experience,Neutral,06-07-24
1682266,4,"It was okay, nothing special.",Customer Service,Neutral,29-10-24
8453251,5,Highly recommended!,Product Quality,Positive,06-10-24
9323563,3,The order was incorrect.,Customer Service,Negative,17-01-24
595801,4,Very fresh and well-packaged.,Product Quality,Positive,26-02-24
772991,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,07-06-24
7574546,4,"It was okay, nothing special.",App Experience,Neutral,30-05-23
2577485,1,The order was incorrect.,App Experience,Negative,24-06-23
6378668,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,11-09-23
8643386,5,Customer service was very helpful.,App Experience,Positive,24-10-24
8602869,3,Customer service was not helpful.,Customer Service,Negative,14-10-23
1188667,2,I had a bad experience.,App Experience,Negative,21-10-24
7036962,1,Delivery was late and I was unhappy.,Product Quality,Negative,06-12-23
3322510,3,"It was okay, nothing special.",Customer Service,Neutral,23-05-23
6245963,4,Will definitely order again.,Customer Service,Positive,01-12-23
7907633,3,"Average experience, could improve.",App Experience,Neutral,19-12-23
3651259,4,"Excellent quality, will buy again!",Delivery,Positive,21-06-24
3929259,1,I had a bad experience.,Product Quality,Negative,24-07-24
4594226,3,Customer service was not helpful.,Delivery,Negative,07-02-24
7429066,3,Not worth the price I paid.,Product Quality,Negative,23-09-23
9807295,5,"Excellent quality, will buy again!",Customer Service,Positive,24-09-24
725007,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,23-05-23
659804,4,"It was okay, nothing special.",App Experience,Neutral,08-04-24
2294333,5,Will definitely order again.,Product Quality,Positive,26-03-24
999440,3,"Average experience, could improve.",Delivery,Neutral,18-06-23
8226687,4,"It was okay, nothing special.",Product Quality,Neutral,13-10-24
4724144,1,Customer service was not helpful.,Product Quality,Negative,21-06-23
2946097,3,"It was okay, nothing special.",App Experience,Neutral,01-06-23
7220721,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,10-04-24
9664520,1,Delivery was late and I was unhappy.,Delivery,Negative,03-09-24
6802786,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,19-04-24
5581175,4,The product met my expectations.,App Experience,Neutral,19-07-24
5180990,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,29-03-24
723543,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,10-06-23
9287401,3,Customer service was not helpful.,Product Quality,Negative,29-12-23
7832319,4,"Average experience, could improve.",Customer Service,Neutral,31-10-24
68625,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,18-06-23
9353375,4,"It was okay, nothing special.",Customer Service,Neutral,05-05-24
8443186,4,Items were in perfect condition.,App Experience,Positive,15-09-23
9643753,5,Will definitely order again.,App Experience,Positive,06-01-24
1874247,3,"Average experience, could improve.",App Experience,Neutral,26-05-23
2936081,5,Highly recommended!,App Experience,Positive,09-02-24
5441986,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,15-11-23
6670600,4,"It was okay, nothing special.",Customer Service,Neutral,24-07-24
6865531,1,The packaging was poor.,Product Quality,Negative,19-03-23
5535770,5,"Excellent quality, will buy again!",Delivery,Positive,27-01-24
3478785,4,Customer service was very helpful.,App Experience,Positive,26-08-23
1254042,4,"It was okay, nothing special.",App Experience,Neutral,28-03-24
8084167,4,"It was okay, nothing special.",App Experience,Neutral,18-01-24
8042237,1,Items were missing from my order.,Product Quality,Negative,04-04-24
4437518,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,06-06-24
7071386,4,Highly recommended!,Customer Service,Positive,15-01-24
1889158,3,"It was okay, nothing special.",Delivery,Neutral,28-07-23
8914932,4,"It was okay, nothing special.",Delivery,Neutral,03-06-24
4833861,1,Product was damaged during delivery.,Product Quality,Negative,25-04-24
2778322,5,Highly recommended!,App Experience,Positive,09-05-24
8843597,3,"Average experience, could improve.",Customer Service,Neutral,04-09-23
5413332,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,09-09-23
1870724,3,"It was okay, nothing special.",Customer Service,Neutral,31-10-24
5206838,1,Customer service was not helpful.,App Experience,Negative,24-06-24
4629325,1,Customer service was not helpful.,Product Quality,Negative,09-10-23
9289593,5,Very fresh and well-packaged.,Delivery,Positive,11-07-24
1340060,4,"Overall good experience, thank you!",App Experience,Positive,01-04-23
1447100,3,I had a bad experience.,Customer Service,Negative,23-07-24
6228456,3,I had a bad experience.,Delivery,Negative,13-08-23
983879,4,"Overall good experience, thank you!",App Experience,Positive,02-08-23
5482726,1,Not worth the price I paid.,Customer Service,Negative,10-08-23
600446,3,Delivery was late and I was unhappy.,Customer Service,Negative,02-08-23
1175026,1,Items were missing from my order.,Product Quality,Negative,09-04-24
6335870,4,"Overall good experience, thank you!",App Experience,Positive,27-04-23
7225314,5,Good selection of products.,App Experience,Positive,29-06-23
8538209,3,Not worth the price I paid.,Product Quality,Negative,17-09-24
9482081,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,28-10-24
5603065,3,"Average experience, could improve.",Product Quality,Neutral,25-08-23
4787628,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,18-12-23
6028739,1,The packaging was poor.,Customer Service,Negative,23-06-24
3354327,3,I had a bad experience.,Customer Service,Negative,05-02-24
6206880,4,Will definitely order again.,Product Quality,Positive,09-07-24
3225831,3,"Average experience, could improve.",Delivery,Neutral,21-04-24
8946007,5,Will definitely order again.,Product Quality,Positive,25-12-23
3472006,4,"Excellent quality, will buy again!",Product Quality,Positive,13-01-24
5641400,4,Very happy with the service!,App Experience,Positive,19-06-24
4877749,2,Product was damaged during delivery.,Customer Service,Negative,10-08-23
7575431,4,Great prices and fast delivery!,Delivery,Positive,10-05-24
5476639,4,The product met my expectations.,Product Quality,Neutral,24-05-23
759934,5,Very fresh and well-packaged.,Delivery,Positive,24-08-23
5539145,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,19-08-24
8357382,5,Good selection of products.,Customer Service,Positive,01-05-24
172813,2,I had a bad experience.,Product Quality,Negative,21-09-23
5709964,3,The product met my expectations.,App Experience,Neutral,04-07-24
786461,5,Very happy with the service!,App Experience,Positive,03-10-24
277249,5,Customer service was very helpful.,Customer Service,Positive,19-06-24
9517520,1,Delivery was late and I was unhappy.,App Experience,Negative,31-07-23
29565,3,"It was okay, nothing special.",App Experience,Neutral,16-11-23
7673567,3,Product was damaged during delivery.,Product Quality,Negative,08-10-24
2079367,4,"Average experience, could improve.",Delivery,Neutral,06-10-23
9317864,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,27-03-24
4410592,2,Not worth the price I paid.,App Experience,Negative,19-11-23
1873050,1,Product was damaged during delivery.,Delivery,Negative,31-08-24
5459836,4,"Excellent quality, will buy again!",App Experience,Positive,21-06-24
356447,1,Very disappointed with the quality.,Delivery,Negative,25-04-23
5700319,4,"It was okay, nothing special.",Customer Service,Neutral,31-10-24
7013639,3,"Average experience, could improve.",Customer Service,Neutral,23-09-23
1464580,3,"It was okay, nothing special.",Customer Service,Neutral,26-08-24
5512827,4,Customer service was very helpful.,Delivery,Positive,14-06-23
5489330,5,"Excellent quality, will buy again!",Customer Service,Positive,27-05-24
3730382,3,Very disappointed with the quality.,Customer Service,Negative,12-12-23
6718267,2,Product was damaged during delivery.,App Experience,Negative,11-10-24
1020775,2,Very disappointed with the quality.,Product Quality,Negative,02-01-24
4114443,1,Items were missing from my order.,Delivery,Negative,05-09-23
3841707,5,Great prices and fast delivery!,Delivery,Positive,28-10-24
9304078,4,"It was okay, nothing special.",Customer Service,Neutral,04-05-23
5831923,4,Very happy with the service!,Delivery,Positive,12-06-23
2621125,3,The order was incorrect.,Delivery,Negative,10-03-24
3638438,5,Very happy with the service!,App Experience,Positive,21-02-24
8715578,5,"Excellent quality, will buy again!",Delivery,Positive,27-05-23
2424668,3,The product met my expectations.,Customer Service,Neutral,02-02-24
7705557,1,The order was incorrect.,Customer Service,Negative,26-03-23
7510576,2,Customer service was not helpful.,Product Quality,Negative,09-08-24
3435466,3,The packaging was poor.,Delivery,Negative,05-04-24
7256577,3,"It was okay, nothing special.",Delivery,Neutral,17-08-23
7431655,3,Not worth the price I paid.,App Experience,Negative,04-11-23
9438059,3,"Average experience, could improve.",Product Quality,Neutral,16-03-24
7977590,2,The packaging was poor.,Product Quality,Negative,10-01-24
3356696,1,The order was incorrect.,App Experience,Negative,29-02-24
6821444,3,Delivery was late and I was unhappy.,App Experience,Negative,02-02-24
8058385,1,Product was damaged during delivery.,Customer Service,Negative,13-12-23
8830299,4,"Excellent quality, will buy again!",Delivery,Positive,30-01-24
4064423,4,"It was okay, nothing special.",App Experience,Neutral,06-05-24
7387709,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,15-08-24
8624078,5,Items were in perfect condition.,Customer Service,Positive,25-04-23
9473991,5,Great prices and fast delivery!,Customer Service,Positive,21-12-23
1687375,3,The product met my expectations.,App Experience,Neutral,06-10-24
4118129,4,"Overall good experience, thank you!",App Experience,Positive,06-08-24
9221056,2,The packaging was poor.,Customer Service,Negative,01-10-23
5058986,3,Customer service was not helpful.,Product Quality,Negative,25-10-24
6203968,5,Highly recommended!,Delivery,Positive,15-07-24
9598125,1,The packaging was poor.,Delivery,Negative,06-04-24
7822817,1,Items were missing from my order.,Product Quality,Negative,22-10-23
